Survey ResponseID,frequency,monetary,avg_order_value,total_quantity,recency_days,tenure_days,avg_inter_purchase_days,category_diversity,category_entropy,spend_trend_ratio,future_6m_spend
R_1F57CbiIhh4rOKq,15,110.99,7.4,15.0,8.0,172.0,57.33,8,2.7069,0.3172,265.34
R_1F5JRp7RYbcB55J,52,887.04,17.06,53.0,3.0,177.0,5.71,29,4.2378,0.4076,2175.39
R_1F5LdE5ipIiHqwA,6,83.66,13.94,6.0,28.0,152.0,76.0,6,2.585,0.5504,0.0
R_1F8kBHmvN5XyD9g,21,420.78,20.04,21.0,26.0,154.0,17.11,5,1.9359,0.9893,589.5600000000001
R_1F8mw2kq3LVfGAd,6,113.91,18.98,6.0,43.0,137.0,34.25,6,2.585,1.7134,577.24
R_1FCCFzxKwErO5Sp,1,7.14,7.14,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1FCKkx02ayJ8GvV,53,1022.36,19.29,55.0,1.0,179.0,4.07,36,4.8993,1.4091,1425.41
R_1FCYNIyA9OC3dAo,27,711.23,26.34,27.0,13.0,167.0,11.93,20,4.1343,0.8462,1256.57
R_1FDuPfFH7Gp0BWI,36,663.83,18.44,36.0,6.0,174.0,7.91,19,3.818,0.8973,1565.09
R_1FEerxbp2OBvJyP,18,590.64,32.81,19.0,22.0,158.0,12.15,15,3.7255,0.2607,427.81
R_1FIIRdb0jGJ9oRe,94,2085.28,22.18,94.0,2.0,178.0,3.56,49,4.9965,1.222,2044.87
R_1FILvmI2ZEKHPPR,7,312.2,44.6,8.0,9.0,171.0,42.75,7,2.8074,4.1612,1336.47
R_1FJ01Kk4aB1BWNJ,16,335.55,20.97,16.0,34.0,146.0,29.2,11,3.25,0.256,373.85
R_1FJHvQm83j8lK35,291,4490.75,15.43,331.0,8.0,172.0,3.31,125,6.3126,1.6895,1771.97
R_1FJlXVDBsBrZOy3,15,403.51,26.9,17.0,9.0,171.0,14.25,9,2.7396,0.4751,1102.08
R_1FOE3GDn0yhQrVA,5,79.63,15.93,5.0,100.0,80.0,20.0,4,1.9219,0.0,0.0
R_1FOF7Wf94oe6aMa,1,7.69,7.69,1.0,180.0,0.0,180.0,1,-0.0,0.0,13.71
R_1FOIfMkxbOPrpSF,1,14.98,14.98,1.0,180.0,0.0,180.0,1,-0.0,0.0,59.89
R_1FPtnyDUi83F045,1,100.0,100.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1FQHtC65uMiLsjT,87,1682.57,19.34,91.0,2.0,178.0,3.79,46,4.7932,2.0166,1399.73
R_1FRQDBoks93vPCz,28,825.13,29.47,28.0,5.0,175.0,9.21,19,3.8963,0.9423,615.82
R_1FRsomi7uxATDER,29,488.95,16.86,30.0,14.0,166.0,13.83,15,3.509,0.3501,987.89
R_1FWSWSjBuPMvSgx,24,240.88,10.04,30.0,22.0,158.0,10.53,10,2.6346,1.1779,662.87
R_1FaohPMY0mE5O4K,14,597.28,42.66,15.0,4.0,176.0,17.6,11,3.2359,0.3854,547.95
R_1Fb4EL4IE75q7lf,35,774.39,22.13,40.0,12.0,168.0,15.27,24,4.3404,0.4548,545.71
R_1Ff9SbW1Qsyhopk,40,1010.47,25.26,48.0,2.0,178.0,16.18,24,4.1587,0.625,1639.48
R_1FfETqbn5GhKwYj,15,297.22,19.81,22.0,12.0,168.0,28.0,9,2.5968,0.445,119.53
R_1Ffcx0CMHqog6G8,28,667.74,23.85,29.0,10.0,170.0,11.33,14,3.3103,1.1782,1148.04
R_1FfxhRRore9Zatj,10,226.47,22.65,10.0,2.0,178.0,25.43,9,3.1219,2.5614,236.18
R_1FgFVnfjrowZz1l,46,1050.09,22.83,46.0,15.0,165.0,9.17,9,2.2886,0.546,1260.59
R_1FmFI2FlHcSqbJj,18,290.56,16.14,18.0,1.0,179.0,29.83,16,3.9477,0.3168,624.96
R_1FmFxVGW4771Ubh,7,71.65,10.24,7.0,103.0,77.0,25.67,5,2.2359,0.0,62.17
R_1FmqNSKTkFPA2iS,15,296.82,19.79,15.0,3.0,177.0,12.64,11,3.2402,1.1021,356.87
R_1FmvdkhGeYstPcU,5,90.95,18.19,5.0,1.0,179.0,59.67,5,2.3219,5.0633,153.51
R_1FnbihJLqMICvMb,38,336.78,8.86,38.0,6.0,174.0,6.21,20,4.0068,0.9383,396.04
R_1Fqx3JMV50VhGvZ,12,518.26,43.19,12.0,19.0,161.0,32.2,8,2.7516,2.4569,2933.87
R_1FrdQkXjcUod40Z,36,767.77,21.33,36.0,14.0,166.0,11.86,26,4.3599,0.72,191.54
R_1FvyK0jRfjYmXQd,2,60.24,30.12,2.0,180.0,0.0,180.0,2,1.0,0.0,999.25
R_1FwushWdNnxMnwa,65,771.88,11.88,65.0,8.0,172.0,4.1,43,5.1527,2.1073,1004.16
R_1Fxjci1mPvgmZs5,22,236.57,10.75,23.0,4.0,176.0,17.6,14,3.3501,0.4269,223.49
R_1FyNw1r0DyrEPsP,11,173.28,15.75,11.0,4.0,176.0,29.33,8,2.8454,9.3574,579.0
R_1Fyt4lN10F6TI3f,6,228.06,38.01,6.0,50.0,130.0,43.33,5,2.2516,0.5611,354.5
R_1Fyt6rHyiQcVOT8,103,2586.51,25.11,110.0,2.0,178.0,4.05,67,5.7434,0.6314,2540.73
R_1Fz9yYKcVxPaD7n,37,726.94,19.65,38.0,15.0,165.0,5.89,28,4.5332,1.1951,309.7
R_1FzILFUkhEqt8k1,49,795.46,16.23,49.0,14.0,166.0,6.92,27,4.4878,0.641,1375.49
R_1FzkhYhOpeojsYt,7,110.25,15.75,7.0,12.0,168.0,84.0,5,2.1281,0.9369,0.0
R_1GBQ45wkJVX0xCi,22,297.6,13.53,22.0,1.0,179.0,8.95,7,1.5503,1.0163,165.0
R_1GCgOvzvQllBwhO,21,458.71,21.84,22.0,12.0,168.0,24.0,16,3.8802,0.9275,110.14
R_1GCwpR4TbUNRunu,3,59.48,19.83,3.0,12.0,168.0,84.0,3,1.585,0.0918,182.98000000000002
R_1GDlAVAGQS3e35H,6,112.61,18.77,6.0,38.0,142.0,35.5,5,2.2516,0.4575,201.84
R_1GE6LgeTEJUmjF7,15,199.47,13.3,15.0,2.0,178.0,35.6,11,3.1329,1.276,261.62
R_1GH7N5dBHvUlsG0,1,12.99,12.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,42.36
R_1GHRqNeLfZhykV2,50,842.8,16.86,50.0,1.0,179.0,6.17,36,4.9986,0.8524,509.53
R_1GIfjocF2dRzyeH,61,1692.28,27.74,65.0,6.0,174.0,5.12,41,5.0803,0.7097,1390.31
R_1GJQPdG3jpH3uLc,19,350.65,18.46,19.0,29.0,151.0,13.73,15,3.7216,1.0335,1312.02
R_1GJh487BwGHUzGO,10,190.53,19.05,11.0,49.0,131.0,21.83,10,3.3219,2.1571,569.61
R_1GNwNjI3wJh2Kx4,8,110.2,13.77,8.0,57.0,123.0,41.0,7,2.75,1.9824,228.65
R_1GOAtWFJawsiDH1,9,138.44,15.38,9.0,16.0,164.0,32.8,7,2.6416,1.3016,379.15999999999997
R_1GP6FxkWgiZPf0s,291,5167.42,17.76,304.0,6.0,174.0,2.2,105,5.5878,0.626,2367.5299999999997
R_1GPUUOebp9ScVi1,9,295.8,32.87,10.0,4.0,176.0,29.33,7,2.7255,0.929,786.06
R_1GUnaIBNtPG7cDs,14,316.14,22.58,15.0,10.0,170.0,17.0,14,3.8074,0.1414,315.27
R_1GVN63HjPpVXPEx,38,633.84,16.68,38.0,18.0,162.0,9.0,27,4.3393,0.8211,912.47
R_1GVPS4RDaK1CXl9,1,35.56,35.56,1.0,180.0,0.0,180.0,1,-0.0,0.0,63.67
R_1GVsIStj8gTkbIE,43,1107.17,25.75,45.0,26.0,154.0,6.7,26,4.2977,0.6849,1293.74
R_1GWHQwmLGiIkYBH,19,153.87,8.1,19.0,36.0,144.0,28.8,11,3.0761,0.3433,180.51999999999998
R_1GWwhndoXXJDzDA,32,944.21,29.51,33.0,15.0,165.0,9.71,21,4.09,0.1984,312.52
R_1GZy78Wx8EqIpUZ,21,624.59,29.74,27.0,4.0,176.0,13.54,16,3.8442,19.2264,467.76
R_1GghoTNZdgUeySl,72,2305.13,32.02,82.0,4.0,176.0,8.0,46,5.2391,0.4416,1575.77
R_1GwfxDTVD3u41f2,12,230.02,19.17,12.0,12.0,168.0,21.0,8,2.8554,1.4068,0.0
R_1GymT83N9uDSyIG,2,33.49,16.75,2.0,79.0,101.0,101.0,2,1.0,3.7911,150.32
R_1H1tRn5FYicLqa0,10,108.5,10.85,10.0,7.0,173.0,28.83,9,3.1219,0.977,139.36
R_1H2C6LKN5sYiPMS,2,19.98,9.99,2.0,180.0,0.0,180.0,2,1.0,0.0,22.85
R_1H2GHIU38Oascte,5,86.92,17.38,5.0,112.0,68.0,68.0,4,1.9219,0.0,132.32
R_1H62mXmUtez2cIy,7,148.92,21.27,7.0,11.0,169.0,42.25,7,2.8074,0.7514,56.269999999999996
R_1H6R8vRtVJI4SFg,56,1108.03,19.79,57.0,11.0,169.0,6.26,34,4.7622,1.9299,1007.8
R_1H7fdZFFkwr8HKx,22,382.64,17.39,22.0,1.0,179.0,13.77,16,3.7156,0.7997,302.65
R_1H7zBXFz4gN1Ezl,22,523.32,23.79,22.0,11.0,169.0,28.17,14,3.4772,4.4999,176.92
R_1H7zLm1nT1XvnWc,10,104.25,10.43,10.0,30.0,150.0,50.0,7,2.6464,6.3571,706.77
R_1H8nEEGnbME0xMW,1,8.99,8.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,24.99
R_1HSZrCPXWeOpW01,2,51.88,25.94,2.0,178.0,2.0,2.0,2,1.0,0.0,107.96000000000001
R_1HcpQT6Ffivx73P,11,488.21,44.38,11.0,18.0,162.0,23.14,6,2.4817,2.1859,526.73
R_1Hena1rUph3TnA3,21,372.55,17.74,21.0,1.0,179.0,13.77,17,4.0114,8.5599,2332.32
R_1HerhOnGTMWUefJ,22,638.07,29.0,23.0,9.0,171.0,12.21,16,3.7888,0.402,673.58
R_1HjZ92vLV80BMkA,27,536.71,19.88,32.0,3.0,177.0,13.62,18,3.7769,0.6879,1529.23
R_1HjyB8kWn4gmwp5,3,38.97,12.99,3.0,69.0,111.0,111.0,3,1.585,1.5997,33.72
R_1HoDTPQVCFl0O3q,16,459.45,28.72,20.0,35.0,145.0,24.17,12,3.5,6.0837,458.79
R_1HotIA3syHobFfp,5,102.3,20.46,5.0,98.0,82.0,27.33,5,2.3219,0.0,1051.2
R_1Hq7yoxBmdHT0Yh,10,118.12,11.81,10.0,9.0,171.0,85.5,8,2.9219,1.5717,237.85
R_1HqJHdXffOUfDTR,14,271.68,19.41,14.0,11.0,169.0,24.14,12,3.4677,0.366,257.46999999999997
R_1I4dnMKlrmtUP09,34,871.84,25.64,34.0,1.0,179.0,8.52,19,3.962,0.7222,1601.85
R_1I6meOeB0piHEX8,52,835.23,16.06,54.0,2.0,178.0,8.48,31,4.2658,0.907,2379.45
R_1I9Fh0y1T090Zve,3,95.97,31.99,3.0,171.0,9.0,9.0,3,1.585,0.0,206.36
R_1IBrWZ6f5U3InBf,3,288.97,96.32,3.0,74.0,106.0,106.0,2,0.9183,0.6514,0.0
R_1IEJrvdmlz5uakB,2,18.48,9.24,2.0,151.0,29.0,29.0,2,1.0,0.0,174.99
R_1IFq9WjfDcelfCl,18,874.83,48.6,19.0,4.0,176.0,17.6,11,3.3083,0.299,901.95
R_1IK012DF2hayY8h,7,207.63,29.66,7.0,99.0,81.0,40.5,5,2.2359,0.0,81.0
R_1IL4eE4qWAUTvTW,3,123.99,41.33,3.0,54.0,126.0,126.0,1,-0.0,0.6758,747.79
R_1IN7vU4CWQnwLLx,15,218.92,14.59,15.0,31.0,149.0,14.9,12,3.3736,0.7292,298.75
R_1IQJmGpHDXC3ASx,46,811.44,17.64,46.0,6.0,174.0,6.0,24,3.9824,1.3014,508.17
R_1IQrTixrpV3RdZy,27,486.68,18.03,28.0,8.0,172.0,8.19,17,3.7028,0.4358,648.9399999999999
R_1IRcsBDiYNaqCGX,73,2004.54,27.46,73.0,3.0,177.0,5.71,32,4.3745,1.2349,2161.98
R_1ISEgH4xrMo9cJp,7,101.48,14.5,7.0,48.0,132.0,33.0,7,2.8074,6.3965,316.16
R_1ISJv7z3x6BnK4k,26,538.97,20.73,26.0,38.0,142.0,12.91,14,3.5224,0.3993,72.12
R_1ISgBaln8Q2qIGM,1,14.5,14.5,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1ISqoR3tKsqaNs0,3,64.68,21.56,3.0,17.0,163.0,81.5,3,1.585,0.1614,204.10999999999999
R_1IT5DE79ggVU9Gn,7,82.02,11.72,7.0,40.0,140.0,46.67,2,0.5917,0.7757,0.0
R_1IWXqj0cRYmRnLa,21,156.49,7.45,21.0,5.0,175.0,35.0,14,3.6897,2.4318,87.48
R_1IWt7J1H7X5j4eL,7,436.95,62.42,7.0,8.0,172.0,34.4,6,2.5216,0.0737,6.99
R_1IXwEWfLjfU1xax,9,283.36,31.48,9.0,74.0,106.0,35.33,5,2.0588,0.1263,321.53000000000003
R_1IYpsszqv6YqEQ3,14,39.6,2.83,19.0,180.0,0.0,180.0,11,3.3788,0.0,0.0
R_1IZA04pWGgneKFl,6,400.13,66.69,6.0,2.0,178.0,44.5,5,2.2516,2.3347,852.23
R_1IZBlduDFUJEphM,66,1440.77,21.83,67.0,9.0,171.0,5.03,43,5.0393,1.2858,1986.54
R_1IZaUJW0SgxmGhX,73,1126.85,15.44,73.0,6.0,174.0,5.27,54,5.3287,0.2517,358.9
R_1IZaizh36yGgZ9k,21,282.81,13.47,21.0,7.0,173.0,28.83,17,3.9754,3.5933,764.12
R_1IZrt5CyqgTg2Qe,34,770.42,22.66,36.0,17.0,163.0,7.09,26,4.4885,0.561,1227.87
R_1IaO9kPXlVlBWD9,4,26.01,6.5,4.0,180.0,0.0,180.0,1,-0.0,0.0,22.25
R_1IaQCAaU1CcbXWO,16,321.67,20.1,18.0,37.0,143.0,13.0,11,3.3278,0.9958,557.04
R_1IaYiTSaUaD2W2i,46,676.7,14.71,46.0,26.0,154.0,8.56,23,3.852,0.1587,523.12
R_1IabI5u1FwYo00V,3,139.84,46.61,3.0,46.0,134.0,67.0,3,1.585,19.2961,0.0
R_1IbecOt0BQCiSOz,26,1645.4,63.28,26.0,2.0,178.0,17.8,22,4.3637,1.0004,1004.97
R_1Ii7vZJ3EmJx7Uw,4,53.82,13.46,6.0,180.0,0.0,180.0,3,1.5,0.0,25.0
R_1IioZPxKZBHs2gO,3,49.67,16.56,3.0,180.0,0.0,180.0,3,1.585,0.0,0.0
R_1IjfIrRId1XetYO,15,534.59,35.64,15.0,30.0,150.0,25.0,12,3.3736,1.1118,27.240000000000002
R_1IjiyEVDz09eFAs,64,1631.8,25.5,65.0,1.0,179.0,4.71,34,4.6838,0.6027,662.59
R_1IlWpd2jLOlqA4H,8,110.0,13.75,8.0,33.0,147.0,24.5,7,2.75,0.4223,77.71000000000001
R_1ImFLLGALT606WO,26,641.44,24.67,26.0,7.0,173.0,17.3,13,3.4266,0.7766,1255.47
R_1In6bbPNQjLRhxu,1,7.99,7.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,112.97
R_1IpfWhyTOaCIYeM,15,100.61,6.71,16.0,6.0,174.0,17.4,12,3.5069,13.1704,247.78
R_1IsBNBTlSlOVuGG,48,959.8,20.0,49.0,1.0,179.0,11.93,28,4.5323,1.7573,1344.8899999999999
R_1Isyig1z1xCQlbf,6,399.07,66.51,6.0,35.0,145.0,48.33,6,2.585,1.1342,33.66
R_1It3uPOCs8UZVMn,49,1266.54,25.85,50.0,8.0,172.0,5.21,28,4.4173,0.2488,232.54
R_1IvixEtBxtoh7vX,30,549.86,18.33,30.0,59.0,121.0,17.29,22,4.2532,0.1109,99.2
R_1Iy2gQsVfTKf9TT,142,1977.89,13.93,145.0,12.0,168.0,3.82,60,5.2539,0.8118,3452.03
R_1IzrCDFm7It9xYW,18,829.82,46.1,22.0,2.0,178.0,17.8,14,3.7255,3.6416,784.64
R_1JCOWhti2Oqu5kS,7,167.25,23.89,7.0,70.0,110.0,55.0,3,1.4488,0.8289,331.24
R_1JDPvSxDgeKBb7U,8,157.43,19.68,9.0,152.0,28.0,28.0,7,2.75,0.0,40.95
R_1JDhRjAMiEkIuKT,25,946.64,37.87,28.0,11.0,169.0,16.9,19,4.0537,1.0786,1039.86
R_1JDsMErIBkh4e3h,7,138.51,19.79,7.0,74.0,106.0,26.5,5,2.2359,3.6201,7.9
R_1JE35IU6N21ow0O,2,49.06,24.53,2.0,122.0,58.0,58.0,1,-0.0,0.0,0.0
R_1JEoAUQUClB8E1Q,39,611.18,15.67,39.0,16.0,164.0,6.83,22,4.0923,1.4541,1360.83
R_1JFagmho9RdIy6Q,15,207.27,13.82,15.0,31.0,149.0,29.8,13,3.5899,0.8976,68.38
R_1JJ8YCoLzDqN39u,15,292.23,19.48,16.0,19.0,161.0,16.1,10,3.1899,0.4454,317.08
R_1JJ9dsXDfWNb4HX,8,248.82,31.1,8.0,1.0,179.0,44.75,8,3.0,0.1582,840.87
R_1JJX4KoHykdcLcI,5,359.21,71.84,5.0,33.0,147.0,36.75,4,1.9219,2.2664,864.23
R_1JK328FVWElecfL,12,220.21,18.35,12.0,10.0,170.0,28.33,7,2.6258,0.8012,218.31
R_1JL4SqKTl0o7xEN,32,462.81,14.46,33.0,88.0,92.0,13.14,20,4.0122,0.3318,0.0
R_1JLBP1fFf3p8tpy,39,1410.39,36.16,42.0,3.0,177.0,9.83,30,4.7213,0.6645,1671.31
R_1JRRs0ZhgHAXLPG,7,69.74,9.96,7.0,27.0,153.0,38.25,5,2.2359,7.1663,49.980000000000004
R_1JUT4H78WPmsV36,12,148.23,12.35,12.0,72.0,108.0,27.0,8,2.8554,0.1825,358.15
R_1JXvzOjJfRfNBLk,12,240.57,20.05,16.0,6.0,174.0,29.0,4,1.65,0.571,481.96
R_1K0zy1Mt6OG2jGF,1,1.99,1.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,337.47
R_1K1NjOtOgpzvVDE,1,19.2,19.2,1.0,180.0,0.0,180.0,1,-0.0,0.0,52.98
R_1K2pnJ1E6MRzlr0,2,10.88,5.44,2.0,146.0,34.0,34.0,2,1.0,0.0,0.0
R_1K3XYuvFofXLIzN,4,67.4,16.85,4.0,12.0,168.0,84.0,3,1.5,1.0437,25.0
R_1K8s5AXqBrnDyC4,65,1406.84,21.64,71.0,9.0,171.0,4.38,39,5.1012,0.9734,889.42
R_1K9f38YmK0xZOOv,11,158.82,14.44,11.0,45.0,135.0,19.29,7,2.6635,0.1355,492.78999999999996
R_1K9kGW0TCypZf4M,39,446.6,11.45,44.0,9.0,171.0,7.43,20,3.8627,0.4225,69.64
R_1K9yOc1WbKzImgH,2,38.94,19.47,2.0,66.0,114.0,114.0,2,1.0,3.8981,0.0
R_1KdkZBS3fscHwuC,3,321.98,107.33,3.0,73.0,107.0,107.0,3,1.585,1.1905,0.0
R_1KdlBlo1yOVwef9,9,134.05,14.89,9.0,9.0,171.0,21.38,5,1.88,1.1548,141.13
R_1Kdrii5cpL8DIZS,21,532.47,25.36,21.0,10.0,170.0,14.17,12,3.0756,1.7149,348.89
R_1KeTKuQXOr9Ds8d,3,64.55,21.52,3.0,15.0,165.0,82.5,3,1.585,0.1133,67.92
R_1KeXbdcXuMQWdmP,28,483.41,17.26,29.0,2.0,178.0,11.87,23,4.3518,0.6893,535.84
R_1Kfqeo4hMzlsFdQ,2,11.9,5.95,2.0,79.0,101.0,101.0,2,1.0,1.0,95.34
R_1KgcgVU74gORt4G,5,274.17,54.83,5.0,152.0,28.0,9.33,3,1.371,0.0,168.75
R_1Kj7uR43IVKeTra,3,105.16,35.05,3.0,10.0,170.0,170.0,3,1.585,1.4484,0.0
R_1KkFs7rgWXlWf58,17,250.66,14.74,17.0,11.0,169.0,21.12,11,3.1692,7.0211,1078.21
R_1KlMYPvPKoudQO5,24,584.98,24.37,24.0,57.0,123.0,10.25,15,3.6683,1.9519,1477.33
R_1KloshKwV8MUAx4,29,1211.06,41.76,30.0,19.0,161.0,8.47,21,4.0902,0.498,1292.6
R_1KloxYvQthvrytv,31,560.5,18.08,31.0,27.0,153.0,15.3,21,4.2202,0.6007,1205.41
R_1KlrpXr5yhzzVu3,20,453.35,22.67,21.0,35.0,145.0,24.17,15,3.7219,0.2194,613.85
R_1Km9vP07nuJmFHX,2,26.49,13.25,2.0,147.0,33.0,33.0,1,-0.0,0.0,0.0
R_1KmbYBZQ4ogvucS,9,183.69,20.41,9.0,57.0,123.0,20.5,7,2.6416,0.2012,417.78999999999996
R_1KpwZSZ5wwEFepN,26,499.28,19.2,27.0,21.0,159.0,14.45,15,3.7193,0.5271,982.73
R_1KqhfYKlNJg85SH,13,222.59,17.12,13.0,62.0,118.0,10.73,12,3.5466,0.3858,330.29
R_1KrGWfbBFSsqxlt,26,387.1,14.89,27.0,30.0,150.0,25.0,15,3.3434,2.114,319.9
R_1Kru2C0Zf28ZbQ0,48,961.83,20.04,54.0,2.0,178.0,5.39,34,4.8108,2.9398,910.62
R_1Ks4GqaB1absf4q,8,94.13,11.77,9.0,105.0,75.0,37.5,8,3.0,0.0,773.09
R_1KuRw7yqmhN2In1,8,167.45,20.93,8.0,44.0,136.0,68.0,8,3.0,1.4885,623.98
R_1KwJ4svzD8bxfTs,5,57.8,11.56,5.0,9.0,171.0,42.75,5,2.3219,3.7572,203.61
R_1Kwnuz6KPM796nt,3,26.1,8.7,3.0,43.0,137.0,137.0,2,0.9183,0.8,19.189999999999998
R_1KxVDxZl2H0XoHS,124,1223.83,9.87,133.0,3.0,177.0,4.42,65,5.4695,2.7679,2033.8799999999999
R_1LA7EtbBxPAL2qa,19,274.33,14.44,20.0,38.0,142.0,28.4,16,3.8269,0.5485,520.15
R_1LBb6RJC62dh4y4,39,470.84,12.07,41.0,12.0,168.0,10.5,21,3.9898,1.0549,443.98
R_1LCDUCqkRzsNyRo,9,157.57,17.51,10.0,22.0,158.0,52.67,8,2.9477,0.8765,69.46000000000001
R_1LCMXBRIyG4h84a,9,240.83,26.76,11.0,84.0,96.0,24.0,7,2.7255,0.1158,0.0
R_1LCdu4c1mJw1NPw,5,123.84,24.77,6.0,130.0,50.0,25.0,4,1.9219,0.0,30.189999999999998
R_1LFEtkSrCa4Ri46,51,1894.84,37.15,56.0,9.0,171.0,5.7,31,4.5196,1.5769,1866.0
R_1LFmho6mBajcceh,31,468.23,15.1,31.0,22.0,158.0,13.17,28,4.7363,1.1266,186.46
R_1LFqrP3wXLY29vm,56,887.36,15.85,58.0,10.0,170.0,6.3,35,4.8114,7.1724,445.22
R_1LH9jGluPc9Ks28,2,12.82,6.41,2.0,166.0,14.0,14.0,2,1.0,0.0,12.98
R_1LI4sRCOpeUEw4V,11,332.15,30.2,11.0,10.0,170.0,21.25,7,2.5503,2.2711,201.82
R_1LIGtABfsfoV9eO,4,32.37,8.09,4.0,47.0,133.0,44.33,2,0.8113,0.4235,47.96
R_1LIJDv6NDuvkCi4,24,581.88,24.25,24.0,9.0,171.0,14.25,19,4.1368,0.3243,770.35
R_1LIhFuivD74bKNQ,2,21.97,10.98,2.0,168.0,12.0,12.0,2,1.0,0.0,16.3
R_1LLeEJshq2p2Ej7,7,142.61,20.37,7.0,15.0,165.0,82.5,3,1.1488,3.5403,301.03
R_1LMa9REuvUok05j,35,797.95,22.8,39.0,7.0,173.0,6.41,25,4.3392,2.7454,1441.26
R_1LMcU7izBtOlnNn,30,451.52,15.05,34.0,1.0,179.0,7.78,19,3.9647,2.1124,990.47
R_1LMuiHUY0gK5lHE,3,49.86,16.62,3.0,149.0,31.0,15.5,3,1.585,0.0,128.34
R_1LMx3Ij1VcN0Cnc,45,808.18,17.96,45.0,5.0,175.0,5.83,24,4.2139,2.088,972.81
R_1LRMfvqtCuHQOG4,21,290.64,13.84,21.0,1.0,179.0,12.79,13,3.0338,0.405,1309.69
R_1LRR1P5IQqdSvIP,95,2423.81,25.51,103.0,2.0,178.0,4.24,58,5.449,1.7071,4073.65
R_1LRtdK1XMr1uFCf,31,534.47,17.24,36.0,52.0,128.0,16.0,21,4.0826,0.2214,356.21
R_1LRxmw1v9XlwyZ4,52,875.39,16.83,52.0,8.0,172.0,5.93,36,4.8158,1.1185,904.63
R_1LU3ZUh1C0Ij7PO,25,362.99,14.52,25.0,61.0,119.0,7.44,16,3.7639,0.5234,500.18
R_1LUaD6cuon5njXD,14,211.25,15.09,14.0,31.0,149.0,14.9,11,3.3249,2.2813,34.78
R_1LUuuC6VrhpFCm8,14,462.86,33.06,14.0,17.0,163.0,16.3,8,2.5567,0.3894,283.71
R_1LXVb9shLsHRmNV,39,1171.21,30.03,39.0,22.0,158.0,5.45,28,4.4738,1.4002,914.36
R_1LXWy9XtgeTLKs3,4,53.02,13.25,4.0,2.0,178.0,89.0,4,2.0,0.6553,0.0
R_1LXruw2HNunUocq,30,1219.73,40.66,33.0,15.0,165.0,10.31,23,4.3899,1.5136,1210.25
R_1LY9mbPmeG2WbfE,15,483.07,32.2,15.0,18.0,162.0,20.25,7,2.4662,2.1024,44.879999999999995
R_1LZKI07AWpPDeKE,1,19.95,19.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1LbUTgaWmOcYHoQ,36,589.1,16.36,36.0,1.0,179.0,6.17,27,4.5697,1.1482,1698.8899999999999
R_1LcBezsxrOCPoma,2,23.67,11.84,2.0,153.0,27.0,27.0,2,1.0,0.0,0.0
R_1LcCULNDVzpY8B5,16,210.06,13.13,16.0,6.0,174.0,21.75,14,3.75,0.3063,64.95
R_1LcHRNTQP5Ht1tg,56,1005.09,17.95,57.0,18.0,162.0,13.5,43,5.2517,0.4639,1005.71
R_1Lcd7C42dsaZUig,4,73.98,18.5,4.0,45.0,135.0,45.0,4,2.0,0.0881,132.51999999999998
R_1Ld1FGLTStOykIS,2,39.98,19.99,2.0,97.0,83.0,83.0,2,1.0,0.0,16.99
R_1LdmaFBhWUcIaF7,49,735.62,15.01,49.0,11.0,169.0,6.5,33,4.793,0.6012,591.49
R_1LduYCKTqHZAamW,2,80.0,40.0,2.0,104.0,76.0,76.0,2,1.0,0.0,26.7
R_1LhFM2BaxIGVUFr,36,630.23,17.51,38.0,34.0,146.0,8.11,25,4.4058,0.8034,1104.66
R_1LhfOLPGAesRIV6,1,13.99,13.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,39.97
R_1LhrEPku3icyXBp,3,101.3,33.77,4.0,21.0,159.0,79.5,3,1.585,0.4476,0.0
R_1LiA2fJVDUQ4IXM,27,1605.06,59.45,35.0,10.0,170.0,9.44,18,3.9266,0.5339,800.3
R_1LjSgCvVRqzw9aN,35,675.47,19.3,39.0,46.0,134.0,6.09,18,3.7399,0.6412,521.23
R_1Lkg917fX5vUGok,3,46.52,15.51,3.0,136.0,44.0,22.0,2,0.9183,0.0,359.53
R_1LoL695ixNZxVpn,25,386.13,15.45,25.0,4.0,176.0,14.67,19,4.1035,0.7504,271.2
R_1LqEf4VXuqbsVzA,26,461.96,17.77,26.0,5.0,175.0,10.29,10,2.4037,0.7415,361.15
R_1LulffFsNbmcr93,4,470.58,117.65,4.0,143.0,37.0,18.5,4,2.0,0.0,0.0
R_1Luv6L4DgyQNKdI,1,15.78,15.78,2.0,180.0,0.0,180.0,1,-0.0,0.0,9.99
R_1Luv7PTSNMEjqFV,27,671.68,24.88,27.0,18.0,162.0,16.2,21,4.2825,1.2125,290.37
R_1LwfsLJ5DG4OwEO,1,25.99,25.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,80.95
R_1M3AyVBcoK62Enz,7,287.59,41.08,7.0,14.0,166.0,41.5,6,2.5216,0.8803,126.51
